Date,AAR,BT,Bus,LIRR,MNR,SIR,Subway
02/17/2021,"22,336","826,880","1,061,711","74,219","39,205","3,349","1,733,160"
02/18/2021,"15,843","457,873","725,951","57,987","31,747","2,521","1,381,886"
02/19/2021,"14,172","609,824","809,308","64,121","38,307","2,707","1,566,021"
02/20/2021,"10,578","658,685","679,240","30,920","25,729","1,381","1,110,589"
02/21/2021,"9,195","606,743","516,715","25,208","19,844",956,"836,095"
02/22/2021,"19,015","693,705","927,414","69,741","35,468","3,079","1,582,054"
02/23/2021,"20,852","762,056","1,040,398","73,492","37,505","3,406","1,730,198"
02/24/2021,"23,223","799,814","1,099,351","74,777","39,124","3,546","1,806,306"
02/25/2021,"22,138","816,902","1,069,420","75,030","39,397","3,543","1,798,165"
02/26/2021,"21,911","853,307","1,065,376","76,696","44,410","3,359","1,822,812"
02/27/2021,"11,319","683,410","635,820","28,849","24,256","1,324","1,072,932"
02/28/2021,"8,910","621,280","491,545","23,778","20,086",972,"810,071"
03/01/2021,"20,359","749,977","1,020,837","74,430","36,339","3,333","1,696,274"
03/02/2021,"20,640","765,693","1,024,511","75,335","36,611","3,472","1,749,511"
03/03/2021,"22,823","800,979","1,119,137","78,770","39,651","3,569","1,846,431"
03/04/2021,"21,727","809,641","1,078,036","78,642","39,730","3,456","1,808,744"
03/05/2021,"21,842","848,562","1,041,408","79,104","45,027","3,270","1,825,915"
03/06/2021,"11,951","729,902","696,719","37,158","27,276",3,"1,167,884"
03/07/2021,"9,843","663,948","525,930","29,306","21,547",58,"894,119"
03/08/2021,"20,685","770,032","1,039,763","79,355","39,763","3,344","1,719,586"
03/09/2021,"22,200","793,851","1,101,988","79,269","40,944","3,602","1,834,068"
03/10/2021,"22,774","807,054","1,104,610","78,069","41,488","3,625","1,849,077"
03/11/2021,"22,617","839,112","1,107,502","80,398","42,543","3,682","1,881,902"
03/12/2021,"21,724","875,441","1,092,388","82,399","48,553","3,507","1,914,465"
03/13/2021,"11,932","778,578","730,218","38,465","31,500",0,"1,257,372"
03/14/2021,"9,732","674,893","531,754","30,405","22,347",0,"923,968"
03/15/2021,"19,986","777,009","1,023,990","79,331","39,529","3,264","1,730,024"
03/16/2021,"20,903","790,665","1,062,179","77,672","40,038","3,394","1,798,288"
03/17/2021,"22,323","811,451","1,103,979","81,431","41,682","3,465","1,866,414"
03/18/2021,"20,264","802,401","1,019,472","76,532","39,884","3,283","1,771,092"
03/19/2021,"20,357","866,162","1,083,647","80,041","46,605","3,331","1,906,749"
03/20/2021,"12,558","789,944","768,908","41,743","33,068",0,"1,307,403"
03/21/2021,"10,358","737,403","579,358","34,693","26,380",0,"1,013,386"
03/22/2021,"20,427","790,925","1,095,241","84,171","43,281","3,646","1,801,438"
03/23/2021,"21,590","812,727","1,133,504","83,106","41,654","3,727","1,879,574"
03/24/2021,"21,651","796,805","1,075,968","79,590","40,301","3,578","1,828,084"
03/25/2021,"21,763","850,151","1,127,964","83,556","44,105","3,747","1,925,768"
03/26/2021,"20,805","868,437","1,091,753","84,436","49,529","3,536","1,938,246"
03/27/2021,"12,900","843,498","781,981","47,484","38,301",0,"1,374,266"
03/28/2021,"9,104","603,133","459,949","28,347","21,000",0,"807,247"
03/29/2021,"18,543","765,733","1,002,597","86,467","44,240","3,378","1,742,162"
03/30/2021,"21,019","844,533","1,079,381","91,258","46,574","3,806","1,881,537"
03/31/2021,"20,374","835,543","995,873","84,850","43,954","3,526","1,808,546"
04/01/2021,"20,490","858,814","1,030,209","77,285","38,466","3,434","1,841,815"
04/02/2021,"18,839","847,596","958,085","79,770","49,308","3,070","1,757,698"
04/03/2021,"12,735","781,573","750,682","47,662","37,706","1,503","1,318,461"
04/04/2021,"11,632","751,492","519,812","40,868","30,673","1,066","950,194"
04/05/2021,"19,970","834,568","1,088,750","87,048","46,156","3,431","1,818,703"
04/06/2021,"21,695","842,891","1,155,101","85,757","45,178","3,873","1,942,198"
04/07/2021,"23,469","861,139","1,172,362","85,479","45,747","3,809","1,985,370"
04/08/2021,"22,579","880,644","1,177,833","86,715","47,059","3,893","2,013,413"
04/09/2021,"21,978","897,983","1,144,311","87,051","52,445","3,686","2,026,724"
04/10/2021,"12,713","824,102","790,023","45,962","36,629","1,500","1,391,245"
04/11/2021,"9,742","668,094","504,407","32,034","22,933","1,020","899,646"
04/12/2021,"21,192","795,751","1,087,799","83,124","43,563","3,418","1,845,836"
04/13/2021,"22,728","834,987","1,196,355","87,182","46,150","3,877","2,012,153"
04/14/2021,"23,462","855,217","1,199,954","86,698","47,970","3,810","2,018,126"
04/15/2021,"21,198","824,792","1,083,083","81,762","44,175","3,593","1,906,733"
04/16/2021,"21,632","892,319","1,157,507","87,190","54,355","3,591","2,078,856"
04/17/2021,"13,313","814,841","803,352","49,901","39,789",0,"1,425,036"
04/18/2021,"10,865","755,021","607,333","38,263","30,983",0,"1,082,503"
04/19/2021,"21,274","818,994","1,147,977","87,167","45,925","3,634","1,911,326"
04/20/2021,"23,528","863,148","1,223,642","90,034","49,100","4,135","2,082,495"
04/21/2021,"22,379","830,908","1,139,762","83,533","45,253","3,788","1,965,922"
04/22/2021,"21,832","874,377","1,166,357","86,606","46,790","3,837","2,040,232"
04/23/2021,"22,035","923,361","1,184,193","92,834","56,155","3,737","2,121,350"
04/24/2021,"13,351","856,875","809,163","51,570","43,227",0,"1,520,057"
04/25/2021,"9,777","697,476","540,989","34,054","23,855",0,"985,027"
04/26/2021,"21,083","829,098","1,156,913","89,303","46,752","3,761","1,955,370"
04/27/2021,"22,603","842,367","1,198,299","89,028","47,310","4,020","2,041,698"
04/28/2021,"24,412","891,506","1,227,777","92,150","50,011","4,027","2,135,793"
04/29/2021,"22,201","875,558","1,166,096","88,705","47,785","3,881","2,028,524"
04/30/2021,"22,322","925,495","1,185,321","93,530","57,364","3,699","2,159,476"
05/01/2021,"13,263","851,688","818,655","51,067","41,395",0,"1,515,211"
05/02/2021,"11,541","811,745","620,063","41,827","32,683",0,"1,153,471"
05/03/2021,"21,492","830,922","1,165,505","91,084","45,800","3,744","1,971,010"
05/04/2021,"22,962","853,754","1,227,250","93,107","49,415","4,181","2,120,071"
05/05/2021,"23,236","844,607","1,158,445","91,994","48,351","3,851","2,074,543"
05/06/2021,"23,792","908,361","1,258,536","94,244","52,748","4,168","2,199,943"
05/07/2021,"22,730","939,468","1,222,741","101,637","61,477","3,827","2,238,033"
05/08/2021,"13,339","856,180","779,188","56,309","42,664",0,"1,444,674"
05/09/2021,"13,897","856,813","576,000","54,074","37,795",856,"1,107,878"
05/10/2021,"20,751","847,057","1,149,109","96,813","50,090","3,850","1,990,039"
05/11/2021,"22,751","875,781","1,231,886","97,358","51,588","4,227","2,148,322"
05/12/2021,"23,946","890,320","1,238,990","98,930","53,548","4,193","2,182,277"
05/13/2021,"23,439","921,006","1,182,347","103,047","55,558","4,112","2,163,052"
05/14/2021,"22,437","950,053","1,220,112","104,885","63,394","3,963","2,266,974"
05/15/2021,"13,516","893,665","844,096","63,079","49,401",11,"1,637,231"
05/16/2021,"11,062","815,930","621,750","49,166","36,227",14,"1,201,904"
05/17/2021,"20,779","812,362","1,157,960","98,458","52,803","3,990","2,022,584"
05/18/2021,"22,367","840,817","1,215,676","100,430","54,920","4,321","2,150,049"
05/19/2021,"23,784","918,384","1,253,578","104,762","56,851","4,367","2,257,549"
05/20/2021,"23,659","934,700","1,243,965","106,604","57,425","4,441","2,269,471"
05/21/2021,"22,520","968,479","1,221,591","110,077","67,283","4,264","2,331,876"
05/22/2021,"13,397","913,273","839,877","66,293","51,249","1,787","1,645,268"
05/23/2021,"11,765","887,792","645,466","58,005","40,613","1,358","1,268,928"
05/24/2021,"21,563","872,507","1,192,453","105,528","55,179","4,252","2,118,877"
05/25/2021,"22,854","905,301","1,253,998","110,871","58,737","4,683","2,270,945"
05/26/2021,"23,594","923,924","1,241,052","114,548","59,613","4,429","2,275,882"
05/27/2021,"23,450","973,897","1,246,269","117,293","62,852","4,619","2,352,019"
05/28/2021,"21,520","934,622","1,135,369","112,780","66,048","4,047","2,232,599"
05/29/2021,"11,734","746,640","648,192","54,774","38,894","1,332","1,370,135"
05/30/2021,"10,028","665,576","484,864","43,418","30,072",956,"1,065,176"
05/31/2021,"10,380","757,928","702,801","102,292","43,039","1,651","1,389,651"
06/01/2021,"22,308","910,608","1,230,127","114,759","94,923","4,705","2,258,831"
06/02/2021,"24,325","913,501","1,249,102","112,503","90,821","4,772","2,343,745"
06/03/2021,"23,026","898,343","1,143,159","102,751","84,815","4,419","2,233,917"
06/04/2021,"22,743","933,507","1,160,335","104,564","88,908","4,308","2,310,032"
06/05/2021,"14,636","949,213","874,545","72,827","62,687",0,"1,792,204"
06/06/2021,"12,514","924,262","654,780","61,866","51,469",0,"1,363,344"
06/07/2021,"21,511","900,055","1,200,737","112,097","89,412","4,348","2,223,265"
06/08/2021,"22,948","881,384","1,175,335","108,346","87,986","4,561","2,265,591"
06/09/2021,"23,868","911,424","1,259,005","107,918","90,641","4,586","2,386,026"
06/10/2021,"23,498","954,252","1,276,901","113,236","91,323","4,801","2,473,818"
06/11/2021,"23,324","971,852","1,221,484","118,259","94,566","4,371","2,468,258"
06/12/2021,"14,450","921,587","849,178","68,188","61,468",0,"1,775,538"
06/13/2021,"12,047","889,307","647,385","59,186","51,712",0,"1,379,959"
06/14/2021,"21,568","872,138","1,176,722","115,254","91,064","4,205","2,223,186"
06/15/2021,"23,460","920,824","1,277,203","117,580","96,688","4,925","2,469,785"
06/16/2021,"24,788","949,017","1,288,040","119,205","94,690","4,745","2,519,444"
06/17/2021,"23,292","976,995","1,281,552","121,580","98,435","4,989","2,552,497"
06/18/2021,"22,491","992,677","1,235,675","122,848","104,304","4,549","2,572,013"
06/19/2021,"13,949","955,520","841,519","76,508","66,134",0,"1,784,312"
06/20/2021,"13,189","953,899","652,557","76,969","60,876",0,"1,389,352"
06/21/2021,"20,512","929,097","1,191,844","123,918","95,740","4,601","2,264,368"
06/22/2021,"22,293","899,940","1,172,110","116,165","97,637","4,648","2,354,873"
06/23/2021,"24,223","950,036","1,264,095","121,867","101,864","5,027","2,547,416"
06/24/2021,"22,842","981,805","1,248,843","121,542","100,509","5,045","2,552,639"
06/25/2021,"22,400","991,962","1,214,123","126,722","100,537","4,712","2,582,713"
06/26/2021,"13,520","952,815","841,585","76,560","66,738","1,682","1,854,179"
06/27/2021,"11,883","902,209","656,004","75,058","62,411","1,436","1,559,967"
06/28/2021,"20,503","927,751","1,152,019","122,263","101,482","4,564","2,252,362"
06/29/2021,"21,612","933,165","1,169,268","119,355","97,829","4,717","2,343,739"
06/30/2021,"23,001","948,951","1,139,886","119,358","99,455","4,476","2,346,388"
07/01/2021,"22,011","936,649","1,104,516","114,363","90,018","4,598","2,292,461"
07/02/2021,"21,489","922,888","1,121,116","116,542","94,252","4,258","2,296,044"
07/03/2021,"12,676","779,202","738,089","63,827","57,381","1,768","1,541,988"
07/04/2021,"12,816","775,329","615,001","70,165","63,948","1,815","1,468,510"
07/05/2021,"10,303","840,026","770,321","78,370","59,711","2,005","1,495,709"
07/06/2021,"22,648","906,534","1,181,416","127,893","100,494","4,690","2,302,002"
07/07/2021,"23,637","929,636","1,234,617","122,603","99,137","5,028","2,437,064"
07/08/2021,"22,941","904,145","1,164,513","116,274","93,197","4,785","2,364,250"
07/09/2021,"20,632","891,652","1,115,969","109,420","88,347","4,325","2,318,387"
07/10/2021,"14,518","928,279","855,908","72,964","64,429","2,204","1,781,717"
07/11/2021,"11,725","831,831","635,511","62,559","53,178","1,549","1,365,854"
07/12/2021,"20,623","868,819","1,171,521","120,503","99,023","4,563","2,245,412"
07/13/2021,"22,286","898,686","1,239,045","123,373","105,314","5,117","2,457,526"
07/14/2021,"23,662","922,118","1,260,044","120,455","101,843","5,018","2,517,615"
07/15/2021,"23,772","974,213","1,275,846","125,587","105,171","5,209","2,581,582"
07/16/2021,"21,730","986,778","1,219,118","123,465","104,331","4,626","2,536,569"
07/17/2021,"13,228","899,370","795,347","73,001","64,513",0,"1,717,480"
07/18/2021,"11,313","840,618","640,618","67,362","56,174",0,"1,405,344"
07/19/2021,"20,276","900,042","1,208,792","126,653","103,403","4,717","2,327,756"
07/20/2021,"22,213","927,426","1,217,802","125,809","107,009","5,015","2,462,002"
07/21/2021,"22,865","917,932","1,225,595","121,530","104,862","4,934","2,504,568"
07/22/2021,"23,122","966,822","1,279,778","127,275","102,275","5,187","2,582,151"
07/23/2021,"22,314","988,320","1,219,255","130,474","101,070","4,713","2,552,330"
07/24/2021,"14,042","952,994","856,250","84,852","68,579",0,"1,852,402"
07/25/2021,"11,419","866,473","625,645","66,417","53,090",0,"1,364,830"
07/26/2021,"19,910","910,160","1,219,135","129,875","101,260","4,714","2,318,455"
07/27/2021,"22,609","922,003","1,267,804","128,262","102,950","5,132","2,487,947"
07/28/2021,"23,145","935,188","1,276,296","126,767","99,976","5,004","2,534,756"
07/29/2021,"22,164","921,330","1,186,642","120,318","94,716","4,743","2,428,764"
07/30/2021,"22,127","991,877","1,235,623","131,905","103,531","4,812","2,557,677"
07/31/2021,"13,932","956,181","857,333","85,371","67,121",0,"1,841,007"
08/01/2021,"11,627","871,374","629,963","66,030","51,978",0,"1,351,294"
08/02/2021,"19,824","906,502","1,208,484","126,151","102,349","4,799","2,333,923"
08/03/2021,"22,828","907,760","1,262,043","123,949","103,249","5,262","2,483,802"
08/04/2021,"23,611","923,926","1,257,876","123,700","99,332","5,016","2,529,002"
08/05/2021,"22,610","959,300","1,259,332","119,999","98,290","5,097","2,529,190"
08/06/2021,"22,179","982,889","1,222,343","123,238","101,218","4,500","2,519,444"
08/07/2021,"14,108","926,001","836,715","76,835","67,267",0,"1,780,458"
08/08/2021,"11,934","845,442","598,574","61,066","54,265",0,"1,333,885"
08/09/2021,"20,540","894,251","1,183,050","109,865","95,599","4,845","2,289,434"
08/10/2021,"23,079","908,343","1,245,670","122,544","95,330","5,037","2,442,194"
08/11/2021,"23,338","934,364","1,246,306","119,708","94,737","4,928","2,475,949"
08/12/2021,"22,427","968,699","1,223,666","119,717","90,818","4,764","2,448,589"
08/13/2021,"21,336","982,039","1,189,426","123,849","91,861","4,522","2,430,102"
08/14/2021,"13,157","907,113","811,826","75,664","57,650",0,"1,718,222"
08/15/2021,"12,395","920,539","661,705","72,983","54,362",0,"1,430,620"
08/16/2021,"20,087","914,067","1,170,216","123,942","100,258","4,769","2,287,627"
08/17/2021,"22,245","912,824","1,209,633","120,737","103,616","5,081","2,427,611"
08/18/2021,"22,715","921,094","1,210,760","117,216","97,853","4,878","2,445,638"
08/19/2021,"21,838","942,417","1,194,375","117,409","93,036","4,871","2,439,624"
08/20/2021,"21,451","973,262","1,183,308","124,627","99,533","4,590","2,456,334"
08/21/2021,"13,046","944,121","822,340","72,843","61,997","1,409","1,715,030"
08/22/2021,"7,979","490,927","369,246","27,528","16,121",560,"745,240"
08/23/2021,"18,809","824,488","1,032,792","110,003","84,223","4,062","2,052,669"
08/24/2021,"22,679","946,414","1,234,884","130,591","98,325","5,041","2,462,365"
08/25/2021,"23,351","960,229","1,236,342","127,392","93,307","5,165","2,498,255"
08/26/2021,"22,068","973,060","1,222,996","122,067","91,039","4,995","2,480,137"
08/27/2021,"21,211","977,573","1,147,249","119,665","90,532","4,392","2,388,210"
08/28/2021,"12,760","892,823","776,489","68,988","56,208","1,661","1,659,434"
08/29/2021,"11,558","888,164","630,281","68,832","54,068","2,076","1,398,566"
08/30/2021,"19,224","914,180","1,182,908","131,574","97,092","4,695","2,321,000"
08/31/2021,"22,724","939,263","1,246,463","133,641","99,949","5,390","2,532,584"
09/01/2021,"20,878","813,871","1,086,148","118,437","90,598","4,551","2,294,448"
09/02/2021,"21,179","854,132","1,188,941","105,647","37,898","2,620","1,661,558"
09/03/2021,"22,585","1,018,830","1,221,668","139,807","97,937","4,450","2,390,392"
09/04/2021,"13,382","930,187","834,456","84,764","57,137","2,104","1,777,639"
09/05/2021,"11,931","834,523","618,622","71,004","45,169","1,541","1,415,352"
09/06/2021,"10,077","815,200","733,947","77,906","51,338","1,966","1,521,388"
09/07/2021,"21,143","905,491","1,102,372","137,623","113,742","4,795","2,233,674"
09/08/2021,"22,354","899,077","1,192,895","135,722","110,925","5,228","2,529,619"
09/09/2021,"23,653","914,235","1,249,341","139,547","111,708","5,378","2,702,713"
09/10/2021,"23,037","999,007","1,322,430","150,895","113,495","5,377","2,840,443"
09/11/2021,"13,070","913,939","870,791","82,235","65,329","2,182","1,983,091"
09/12/2021,"12,239","906,691","694,561","77,028","58,979","1,679","1,589,976"
09/13/2021,"21,898","916,302","1,441,516","147,829","122,504","6,133","2,852,796"
09/14/2021,"23,132","911,375","1,511,145","144,904","120,532","6,672","3,011,275"
09/15/2021,"23,966","908,014","1,503,627","139,927","116,413","6,410","2,987,334"
09/16/2021,"20,826","867,301","1,210,069","127,995","107,680","5,308","2,534,545"
09/17/2021,"23,282","985,494","1,456,201","142,120","119,349","6,131","3,028,545"
09/18/2021,"14,054","951,954","871,175","77,267","76,288","2,582","2,014,848"
09/19/2021,"12,612","917,099","674,024","69,397","64,139","1,897","1,596,823"
09/20/2021,"21,889","898,321","1,481,676","148,068","122,101","6,548","2,883,211"
09/21/2021,"22,399","863,190","1,505,803","142,672","123,923","6,998","3,018,312"
09/22/2021,"23,157","875,747","1,506,211","139,853","120,056","6,812","3,021,113"
09/23/2021,"23,031","918,503","1,483,075","140,127","115,473","6,724","3,016,106"
09/24/2021,"21,941","989,979","1,469,705","142,827","116,730","6,294","3,121,747"
09/25/2021,"13,909","956,397","872,490","88,460","81,282","2,719","2,129,492"
09/26/2021,"12,034","893,367","657,257","80,069","64,937","2,238","1,614,677"
09/27/2021,"21,209","884,188","1,489,441","146,154","121,534","6,715","2,873,368"
09/28/2021,"21,727","834,083","1,457,421","141,188","118,253","6,827","2,927,715"
09/29/2021,"23,323","889,846","1,513,184","137,483","120,032","6,789","3,063,720"
09/30/2021,"23,555","956,940","1,516,081","144,838","121,842","7,104","3,146,861"
10/01/2021,"23,098","989,671","1,492,942","140,003","116,182","6,325","3,162,881"
10/02/2021,"14,145","926,150","883,902","86,563","80,946","2,562","2,063,660"
10/03/2021,"12,936","889,871","673,253","74,851","66,758","1,904","1,575,738"
10/04/2021,"21,794","875,071","1,419,155","152,598","121,256","6,591","2,864,349"
10/05/2021,"23,644","890,303","1,499,767","150,226","124,670","7,027","3,091,160"
10/06/2021,"24,677","917,233","1,532,668","149,640","123,097","6,972","3,140,986"
10/07/2021,"24,571","954,572","1,523,168","150,072","121,407","7,298","3,190,747"
10/08/2021,"23,356","1,004,577","1,473,912","153,755","123,609","6,660","3,168,473"
10/09/2021,"13,634","921,868","856,308","84,631","81,969",47,"2,052,699"
10/10/2021,"11,794","808,169","601,821","65,636","59,049",166,"1,499,385"
10/11/2021,"16,917","881,347","1,045,865","131,714","114,458","3,883","2,263,615"
10/12/2021,"23,848","913,860","1,514,608","154,602","128,194","7,292","3,102,879"
10/13/2021,"24,396","911,369","1,511,356","151,319","124,790","7,198","3,157,457"
10/14/2021,"24,144","956,231","1,527,543","154,572","126,815","7,386","3,240,686"
10/15/2021,"23,251","994,225","1,491,099","150,932","124,654","6,786","3,227,068"
10/16/2021,"13,307","898,875","856,990","83,415","74,913","2,369","2,042,027"
10/17/2021,"12,564","893,975","663,944","74,826","69,729","1,853","1,629,991"
10/18/2021,"21,454","893,483","1,461,843","153,681","127,381","6,810","2,982,883"
10/19/2021,"23,403","902,734","1,510,722","153,382","129,993","7,250","3,178,208"
10/20/2021,"24,474","919,558","1,525,608","155,242","131,127","7,148","3,234,327"
10/21/2021,"24,007","952,092","1,476,434","149,850","127,259","7,498","3,267,697"
10/22/2021,"22,843","989,555","1,471,199","145,810","126,554","6,297","3,225,816"
10/23/2021,"13,556","917,178","847,596","74,720","82,865","2,243","2,077,488"
10/24/2021,"12,314","885,844","659,283","69,611","68,154","1,908","1,599,927"
10/25/2021,"21,724","887,055","1,461,023","158,330","125,755","7,026","2,994,936"
10/26/2021,"21,220","741,160","1,233,660","130,109","104,517","5,278","2,702,635"
10/27/2021,"24,144","917,505","1,503,535","155,865","129,881","7,054","3,300,580"
10/28/2021,"24,814","963,255","1,515,489","159,574","132,170","7,605","3,365,971"
10/29/2021,"22,477","966,866","1,426,938","153,317","122,632","6,597","3,251,779"
10/30/2021,"12,642","857,403","819,620","76,471","69,281","2,177","2,044,310"
10/31/2021,"12,233","826,860","656,203","68,674","66,300","1,910","1,746,769"
11/01/2021,"21,387","901,444","1,448,304","158,356","131,251","6,783","3,034,306"
11/02/2021,"22,016","856,142","1,258,180","147,832","129,297","5,679","2,848,222"
11/03/2021,"23,349","904,407","1,507,287","154,203","130,954","7,371","3,293,732"
11/04/2021,"24,009","934,194","1,486,942","151,353","126,533","7,210","3,284,315"
11/05/2021,"23,009","969,158","1,457,014","150,227","121,824","6,769","3,293,438"
11/06/2021,"13,672","912,929","864,499","84,943","80,784","2,410","2,195,864"
11/07/2021,"10,647","781,453","614,513","81,181","72,175","2,978","1,888,985"
11/08/2021,"22,136","892,575","1,461,178","159,723","131,127","6,921","3,065,533"
11/09/2021,"24,504","901,654","1,518,264","157,181","134,070","7,677","3,279,457"
11/10/2021,"24,608","929,094","1,514,453","159,254","134,400","7,445","3,351,992"
11/11/2021,"19,846","898,489","1,198,235","143,386","122,940","5,493","2,922,235"
11/12/2021,"21,598","922,666","1,350,608","141,671","117,650","6,082","3,158,682"
11/13/2021,"13,124","871,491","815,114","80,829","74,296","2,286","2,169,863"
11/14/2021,"12,460","860,520","657,129","72,488","62,856","1,772","1,703,136"
11/15/2021,"22,208","893,554","1,437,414","160,952","132,234","6,792","3,110,969"
11/16/2021,"23,694","905,537","1,492,110","161,362","137,235","7,472","3,340,844"
11/17/2021,"24,396","918,450","1,501,740","158,372","131,113","7,453","3,369,069"
11/18/2021,"24,071","962,396","1,505,488","157,433","132,632","7,511","3,412,249"
11/19/2021,"22,662","990,357","1,429,787","151,795","127,093","6,842","3,316,999"
11/20/2021,"13,195","917,658","861,772","94,412","82,894","2,367","2,135,731"
11/21/2021,"12,774","844,106","674,551","80,467","66,859","1,827","1,674,206"
11/22/2021,"21,441","905,019","1,418,226","156,874","127,776","6,896","3,130,363"
11/23/2021,"22,574","992,816","1,424,890","162,241","136,562","7,194","3,286,591"
11/24/2021,"21,002","995,900","1,343,391","165,349","139,391","6,589","3,085,289"
11/25/2021,"15,459","863,147","509,782","125,417","69,945","1,990","1,357,198"
11/26/2021,"11,077","792,098","843,588","128,452","108,747","3,205","2,089,772"
11/27/2021,"10,620","853,201","750,986","83,676","76,112","2,216","1,880,422"
11/28/2021,"10,481","828,107","592,081","75,197","65,128","1,669","1,465,745"
11/29/2021,"21,124","903,634","1,381,661","166,154","132,498","6,692","2,996,015"
11/30/2021,"22,469","900,452","1,432,539","166,738","136,630","7,124","3,207,209"
12/01/2021,"23,347","902,552","1,463,384","163,163","136,126","7,266","3,326,469"
12/02/2021,"22,540","926,424","1,449,142","154,723","127,508","7,290","3,358,843"
12/03/2021,"22,518","943,940","1,419,078","144,500","119,424","6,442","3,374,097"
12/04/2021,"13,317","867,401","864,764","91,477","81,392",56,"2,318,147"
12/05/2021,"12,541","820,683","665,129","72,716","60,526",193,"1,737,352"
12/06/2021,"21,761","868,619","1,394,230","154,970","127,260","6,687","3,135,869"
12/07/2021,"23,262","886,247","1,453,136","153,749","131,033","7,367","3,367,790"
12/08/2021,"22,691","892,613","1,430,106","156,218","130,222","6,948","3,378,727"
12/09/2021,"22,743","931,194","1,436,883","154,367","126,159","7,222","3,433,600"
12/10/2021,"22,237","965,370","1,404,176","152,524","127,711","6,331","3,417,451"
12/11/2021,"13,396","866,259","786,137","91,894","81,068","2,291","2,266,265"
12/12/2021,"12,189","830,347","627,007","80,874","66,471","1,833","1,829,872"
12/13/2021,"21,617","877,362","1,333,718","153,387","129,698","6,769","3,120,850"
12/14/2021,"23,042","897,872","1,378,221","154,939","131,812","7,124","3,274,170"
12/15/2021,"23,732","924,242","1,436,154","153,128","129,761","6,908","3,242,168"
12/16/2021,"23,623","951,943","1,438,193","152,710","126,131","7,043","3,219,799"
12/17/2021,"22,539","971,958","1,375,383","146,111","121,037","6,404","3,112,088"
12/18/2021,"12,312","835,445","786,073","74,306","66,097","1,987","1,880,969"
12/19/2021,"12,238","786,107","636,393","65,698","56,292","1,694","1,579,809"
12/20/2021,"20,318","859,924","1,277,654","132,078","102,695","5,979","2,716,451"
12/21/2021,"21,656","869,653","1,299,476","124,376","97,141","5,772","2,697,325"
12/22/2021,"21,673","881,278","1,252,621","117,678","92,941","5,594","2,634,565"
12/23/2021,"19,335","902,401","1,166,953","118,388","97,238","5,000","2,486,489"
12/24/2021,"12,009","740,855","746,809","97,408","81,055","2,289","1,575,449"
12/25/2021,"9,021","584,049","329,549","39,466","31,575","1,008","810,937"
12/26/2021,"8,744","675,064","518,897","56,467","51,478","1,746","1,284,738"
12/27/2021,"14,952","746,815","890,096","108,463","89,427","4,026","2,007,649"
12/28/2021,"16,736","766,806","953,933","109,904","89,719","4,372","2,168,419"
12/29/2021,"16,859","771,050","921,562","105,898","92,605","3,996","2,167,077"
12/30/2021,"16,177","807,146","928,012","110,101","90,827","3,944","2,198,415"
12/31/2021,"11,498","630,015","699,749","96,699","85,232","2,270","1,627,589"
01/01/2022,"4,904","499,757","350,845","33,980","30,341","1,262","1,027,918"
01/02/2022,"8,383","626,163","475,096","49,155","42,587","1,571","1,219,735"
01/03/2022,"16,437","694,958","1,000,002","102,961","83,990","4,515","2,168,229"
01/04/2022,"17,909","735,904","1,082,360","104,247","81,978","4,795","2,289,352"
01/05/2022,"18,861","711,791","1,078,511","98,251","77,579","4,659","2,267,942"
01/06/2022,"18,672","782,852","1,146,904","103,562","82,567","4,909","2,391,176"
01/07/2022,"14,203","562,835","880,997","90,207","73,067","3,628","2,121,941"
01/08/2022,"9,126","643,474","631,341","51,707","46,428","1,672","1,486,065"
01/09/2022,"7,916","569,609","475,438","43,383","35,309","1,210","1,102,472"
01/10/2022,"18,268","765,513","1,147,341","116,463","90,220","4,954","2,347,323"
01/11/2022,"17,388","756,288","1,040,581","104,378","81,438","4,655","2,266,378"
01/12/2022,"19,679","787,829","1,179,931","111,022","86,050","5,024","2,459,224"
01/13/2022,"19,918","824,338","1,218,552","112,519","87,672","5,132","2,524,197"
01/14/2022,"18,878","869,815","1,186,647","109,199","88,634","4,774","2,522,972"
01/15/2022,"9,510","705,503","573,037","53,410","45,309","1,449","1,434,676"
01/16/2022,"8,545","623,464","456,257","43,578","38,025","1,140","1,165,626"
01/17/2022,"8,760","651,716","694,066","98,738","44,075","2,190","1,600,048"
01/18/2022,"19,389","818,509","1,222,195","125,615","100,364","5,381","2,541,044"
01/19/2022,"21,111","832,838","1,286,788","121,249","96,281","5,598","2,642,129"
01/20/2022,"18,616","769,646","1,181,953","112,595","88,196","5,031","2,545,486"
01/21/2022,"19,079","867,194","1,151,816","113,474","91,079","4,748","2,565,781"
01/22/2022,"10,455","737,812","655,490","59,412","53,737","1,642","1,583,650"
01/23/2022,"9,446","687,231","529,115","48,672","43,647","1,245","1,245,716"
01/24/2022,"19,472","795,086","1,244,112","127,750","100,520","5,188","2,536,827"
01/25/2022,"21,233","820,013","1,308,979","124,499","98,859","5,625","2,701,246"
01/26/2022,"21,033","837,062","1,266,798","118,625","96,253","5,197","2,711,803"
01/27/2022,"20,934","872,809","1,275,573","119,039","95,748","5,271","2,724,979"
01/28/2022,"20,115","869,982","1,208,092","120,912","96,409","4,994","2,703,403"
01/29/2022,"5,353","175,153","271,959","8,142","22,016",852,"999,347"
