Date,AAR,BT,Bus,LIRR,MNR,SIR,Subway
01/10/2023,"27,309","863,402","1,412,543","196,817","179,530","7,414","3,469,177"
01/11/2023,"27,991","867,649","1,421,914","188,904","174,349","7,166","3,508,962"
01/12/2023,"27,119","885,122","1,364,715","188,850","168,701","7,150","3,472,709"
01/13/2023,"26,085","926,298","1,345,748","167,475","147,885","6,042","3,270,020"
01/14/2023,"15,407","820,548","785,952","84,718","83,565","2,059","2,072,387"
01/15/2023,"15,198","760,062","621,041","72,479","70,493","1,510","1,705,804"
01/16/2023,"14,617","815,207","884,152","82,416","75,892","3,140","2,172,218"
01/17/2023,"27,214","874,293","1,399,573","193,345","183,674","7,492","3,451,604"
01/18/2023,"29,223","881,030","1,449,590","198,264","182,209","7,488","3,603,344"
01/19/2023,"26,737","865,972","1,327,804","179,752","170,122","6,925","3,492,226"
01/20/2023,"26,548","918,497","1,383,181","173,943","150,003","6,192","3,375,887"
01/21/2023,"15,580","829,548","823,236","88,435","84,763","2,058","2,137,169"
01/22/2023,"14,721","746,681","611,151","64,883","61,728","1,479","1,593,386"
01/23/2023,"25,087","812,462","1,281,037","172,927","155,439","6,210","3,135,214"
01/24/2023,"27,701","867,402","1,410,676","196,319","182,127","7,335","3,566,756"
01/25/2023,"26,738","818,572","1,342,717","188,247","171,748","6,937","3,511,071"
01/26/2023,"27,061","894,362","1,408,545","190,219","173,696","7,093","3,629,029"
01/27/2023,"26,826","923,980","1,341,589","178,881","149,763","6,051","3,335,372"
01/28/2023,"15,577","844,952","861,680","98,609","89,845","2,333","2,248,107"
01/29/2023,"15,371","767,359","647,923","73,109","65,422","1,694","1,637,398"
01/30/2023,"25,676","855,064","1,371,537","180,476","159,176","6,624","3,223,530"
01/31/2023,"27,308","856,512","1,365,926","198,755","183,484","7,593","3,654,404"
02/01/2023,"28,492","872,149","1,460,146","184,043","169,846","7,588","3,682,758"
02/02/2023,"27,917","898,391","1,478,477","187,799","169,864","7,457","3,699,932"
02/03/2023,"26,238","891,051","1,246,821","158,579","135,908","5,819","3,189,550"
02/04/2023,"13,439","739,636","598,818","69,433","64,032","1,555","1,742,435"
02/05/2023,"15,413","761,094","650,623","69,379","62,639","1,522","1,625,375"
02/06/2023,"26,639","852,589","1,431,232","181,320","157,813","7,068","3,372,445"
02/07/2023,"28,688","871,447","1,491,417","201,438","183,389","7,736","3,738,539"
02/08/2023,"29,653","888,483","1,513,135","197,370","180,852","7,647","3,780,682"
02/09/2023,"28,515","912,777","1,462,622","193,326","172,507","7,403","3,754,859"
02/10/2023,"28,094","951,629","1,422,781","179,637","154,760","6,477","3,539,529"
02/11/2023,"16,638","868,299","865,782","94,434","88,281","1,615","2,333,625"
02/12/2023,"16,305","751,947","659,496","67,457","63,383","1,227","1,746,099"
02/13/2023,"25,900","858,301","1,381,524","180,002","159,741","6,188","3,303,337"
02/14/2023,"29,001","901,909","1,480,867","200,327","179,811","7,557","3,812,943"
02/15/2023,"29,119","908,598","1,499,155","197,344","181,992","7,491","3,762,817"
02/16/2023,"28,364","919,686","1,461,093","189,802","172,189","7,318","3,683,782"
02/17/2023,"26,759","940,247","1,315,466","172,113","150,151","5,892","3,253,165"
02/18/2023,"15,612","863,499","822,505","91,478","93,213","1,266","2,271,106"
02/19/2023,"16,165","787,041","639,980","75,448","75,064",959,"1,824,136"
02/20/2023,"14,818","812,364","929,439","90,371","79,984","1,547","2,238,557"
02/21/2023,"27,224","867,500","1,273,578","194,967","174,283","6,525","3,325,542"
02/22/2023,"27,895","873,583","1,305,744","193,753","171,187","6,538","3,454,362"
02/23/2023,"27,336","910,017","1,328,927","188,438","167,193","6,695","3,498,367"
02/24/2023,"26,077","931,517","1,246,797","179,793","153,058","5,551","3,246,699"
02/25/2023,"15,461","834,300","800,947","86,403","81,742","1,396","2,043,635"
02/26/2023,"15,891","810,038","676,041","74,226","67,702","1,095","1,625,191"
02/27/2023,"26,730","858,126","1,423,292","180,277","160,346","6,752","3,337,916"
02/28/2023,"26,116","754,778","1,349,173","177,532","139,326","6,690","3,412,079"
03/01/2023,"29,449","905,202","1,511,792","192,142","176,661","7,403","3,780,713"
03/02/2023,"28,978","938,334","1,493,623","195,243","176,678","7,434","3,765,925"
03/03/2023,"27,298","937,815","1,417,670","172,623","150,603","6,167","3,481,830"
03/04/2023,"16,263","847,470","870,341","96,720","84,352","1,449","2,173,217"
03/05/2023,"16,956","833,993","712,408","81,079","72,918","1,215","1,772,121"
03/06/2023,"27,550","879,007","1,460,599","185,896","163,314","6,849","3,427,019"
03/07/2023,"28,417","890,482","1,490,272","205,559","186,615","7,607","3,773,780"
03/08/2023,"30,476","921,778","1,514,182","203,258","186,940","7,452","3,842,861"
03/09/2023,"29,847","947,895","1,515,155","201,711","186,197","7,211","3,827,656"
03/10/2023,"28,209","968,598","1,408,909","182,873","160,550","6,135","3,502,339"
03/11/2023,"15,493","844,597","821,990","78,979","88,667","1,796","2,230,530"
03/12/2023,"16,644","835,281","686,039","75,970","70,403","1,547","1,773,585"
03/13/2023,"26,027","856,102","1,377,045","179,787","157,310","6,358","3,352,388"
03/14/2023,"26,262","778,145","1,360,497","189,402","159,031","6,866","3,577,250"
03/15/2023,"29,687","920,214","1,493,605","205,092","187,128","7,473","3,912,366"
03/16/2023,"30,151","979,778","1,522,248","209,838","187,573","7,562","3,949,788"
03/17/2023,"28,094","968,504","1,408,472","199,191","171,443","6,790","3,661,519"
03/18/2023,"16,828","926,819","921,569","102,021","101,788","1,839","2,417,873"
03/19/2023,"16,471","882,846","661,736","82,032","72,936","1,247","1,894,476"
03/20/2023,"26,951","899,348","1,444,823","191,367","167,256","6,895","3,442,589"
03/21/2023,"29,466","922,043","1,511,670","213,026","189,925","7,850","3,801,084"
03/22/2023,"29,999","923,517","1,509,096","202,826","184,321","7,589","3,797,399"
03/23/2023,"29,189","937,995","1,466,839","200,870","177,877","7,208","3,774,396"
03/24/2023,"27,883","962,444","1,420,346","188,352","159,574","6,133","3,534,300"
03/25/2023,"15,556","833,067","784,068","89,101","82,702","1,765","2,153,554"
03/26/2023,"16,878","874,244","724,870","83,054","81,819","1,648","1,939,984"
03/27/2023,"26,394","888,364","1,426,226","192,461","166,543","6,675","3,397,258"
03/28/2023,"28,923","898,266","1,490,842","207,837","189,294","7,541","3,765,920"
03/29/2023,"29,771","926,369","1,521,968","208,736","187,520","7,825","3,872,948"
03/30/2023,"29,363","961,724","1,486,845","200,601","187,344","7,512","3,860,289"
03/31/2023,"28,599","981,946","1,423,686","184,342","158,879","6,426","3,573,735"
04/01/2023,"16,428","859,055","842,213","82,140","88,096","1,520","2,283,533"
04/02/2023,"17,660","861,110","716,880","76,059","79,027","1,319","1,949,665"
04/03/2023,"27,387","905,182","1,475,017","182,947","162,370","7,076","3,597,785"
04/04/2023,"29,698","916,790","1,519,740","200,063","188,769","7,633","3,906,882"
04/05/2023,"29,462","942,019","1,432,322","205,060","185,283","7,163","3,799,965"
04/06/2023,"27,061","917,991","1,264,311","193,340","169,192","6,122","3,421,271"
04/07/2023,"23,831","903,596","1,150,222","187,800","159,262","4,925","3,130,675"
04/08/2023,"16,256","875,057","882,727","108,740","99,273","2,393","2,393,347"
04/09/2023,"19,026","906,826","654,259","98,030","85,620","1,916","1,855,826"
04/10/2023,"24,135","925,671","1,236,634","191,412","170,713","6,121","3,142,740"
04/11/2023,"27,777","898,409","1,316,710","210,828","193,831","7,081","3,537,843"
04/12/2023,"28,326","893,905","1,311,418","207,802","191,574","6,863","3,576,687"
04/13/2023,"28,451","942,469","1,311,906","200,072","183,658","6,668","3,628,304"
04/14/2023,"27,514","992,290","1,294,357","190,858","173,790","5,869","3,471,420"
04/15/2023,"16,804","918,597","890,050","99,793","103,902","1,743","2,365,464"
04/16/2023,"16,835","884,284","728,462","80,318","85,026","1,309","1,864,753"
04/17/2023,"27,611","900,400","1,438,043","188,445","167,759","6,926","3,418,834"
04/18/2023,"29,658","933,048","1,526,133","207,882","194,548","7,879","3,862,133"
04/19/2023,"30,829","956,628","1,530,452","206,116","195,085","7,889","3,927,706"
04/20/2023,"30,106","1,018,712","1,520,258","208,664","189,699","7,577","4,002,433"
04/21/2023,"27,777","998,040","1,310,737","195,442","174,727","6,005","3,492,257"
04/22/2023,"16,865","933,795","893,014","106,134","106,032","1,715","2,506,140"
04/23/2023,"15,947","883,222","673,668","87,793","79,003","1,326","1,923,243"
04/24/2023,"27,254","915,193","1,466,762","196,593","173,997","7,020","3,561,262"
04/25/2023,"29,504","930,969","1,529,162","216,767","192,115","7,806","3,956,922"
04/26/2023,"30,191","950,826","1,531,476","216,097","191,885","7,758","3,994,837"
04/27/2023,"29,969","985,725","1,506,783","216,674","184,365","7,564","3,999,831"
04/28/2023,"28,306","1,000,104","1,424,078","195,436","160,861","6,441","3,703,088"
04/29/2023,"15,688","834,977","715,608","85,167","77,009","1,871","2,179,978"
04/30/2023,"15,451","788,424","578,075","75,065","65,334","1,355","1,744,098"
05/01/2023,"27,445","926,155","1,465,598","188,566","167,178","6,960","3,664,755"
05/02/2023,"29,472","919,816","1,498,566","211,550","197,217","7,749","3,961,858"
05/03/2023,"30,850","944,262","1,533,714","209,450","195,363","7,862","4,030,601"
05/04/2023,"30,449","970,445","1,497,427","206,323","189,538","7,417","3,985,001"
05/05/2023,"28,952","1,015,003","1,450,598","200,675","170,610","6,514","3,759,375"
05/06/2023,"18,349","979,269","934,630","111,525","103,318","2,584","2,563,102"
05/07/2023,"17,822","905,666","705,419","92,076","83,007","2,705","2,033,790"
05/08/2023,"27,771","938,331","1,460,932","198,056","180,789","7,196","3,563,340"
05/09/2023,"29,923","958,452","1,524,892","221,290","205,069","7,827","3,925,555"
05/10/2023,"31,360","985,250","1,528,140","221,747","203,414","7,998","4,014,009"
05/11/2023,"30,899","1,020,419","1,535,264","210,683","201,006","7,619","4,015,942"
05/12/2023,"29,397","1,047,377","1,436,385","201,367","185,027","6,629","3,723,192"
05/13/2023,"18,340","1,011,144","918,257","113,810","109,940","1,973","2,487,178"
05/14/2023,"20,222","983,677","690,606","102,178","101,088","1,654","1,926,966"
05/15/2023,"25,892","951,297","1,440,741","201,209","184,909","6,956","3,553,443"
05/16/2023,"29,747","968,611","1,519,397","227,489","207,484","7,930","4,002,015"
05/17/2023,"30,423","989,383","1,518,546","223,059","206,630","7,118","4,104,786"
05/18/2023,"29,842","1,012,638","1,492,657","218,955","198,433","7,530","4,082,154"
05/19/2023,"28,381","1,027,639","1,431,269","208,310","181,114","6,362","3,789,929"
05/20/2023,"16,570","891,497","760,830","102,957","95,625","1,970","2,314,672"
05/21/2023,"17,545","962,612","727,850","103,484","91,335","1,919","2,132,724"
05/22/2023,"27,038","946,119","1,446,015","203,122","186,008","6,935","3,571,748"
05/23/2023,"29,538","957,083","1,500,973","219,619","214,621","7,928","3,929,003"
05/24/2023,"30,495","987,191","1,499,943","219,886","208,487","7,667","3,960,264"
05/25/2023,"29,311","1,011,009","1,459,601","215,946","201,855","7,183","3,859,385"
05/26/2023,"27,037","997,340","1,370,252","207,347","187,188","5,747","3,496,511"
05/27/2023,"16,731","928,210","848,442","116,439","120,011","2,913","2,375,741"
05/28/2023,"17,527","908,353","707,787","102,985","102,009","2,426","2,029,088"
05/29/2023,"12,121","838,833","758,893","99,456","86,149","2,520","1,952,779"
05/30/2023,"27,645","963,187","1,438,285","227,623","205,661","7,398","3,714,864"
05/31/2023,"30,078","975,279","1,480,801","229,227","211,998","7,691","3,911,382"
06/01/2023,"30,088","1,009,838","1,457,503","210,483","191,410","7,152","3,894,167"
06/02/2023,"29,570","1,014,684","1,399,462","202,543","170,399","6,470","3,626,490"
06/03/2023,"18,118","961,080","899,212","115,723","102,668","1,837","2,411,704"
06/04/2023,"18,429","934,091","714,218","103,120","88,859","1,573","1,988,330"
06/05/2023,"27,920","942,164","1,432,156","200,806","183,510","6,892","3,544,106"
06/06/2023,"29,999","948,843","1,474,317","218,376","213,292","7,795","3,929,131"
06/07/2023,"31,147","945,356","1,390,834","212,982","202,951","7,334","3,743,889"
06/08/2023,"27,689","935,501","1,216,291","189,487","176,985","5,503","3,268,529"
06/09/2023,"25,845","1,009,368","1,256,670","214,001","185,677","5,482","3,425,232"
06/10/2023,"17,996","994,069","892,936","139,304","117,616","1,978","2,608,756"
06/11/2023,"17,958","979,587","695,200","106,971","98,115","1,582","2,075,651"
06/12/2023,"27,520","942,514","1,394,575","202,015","185,343","6,744","3,479,404"
06/13/2023,"30,441","975,618","1,500,122","233,588","212,364","7,850","3,968,160"
06/14/2023,"30,661","976,395","1,434,687","235,667","207,746","7,234","3,893,073"
06/15/2023,"31,298","1,032,651","1,475,300","228,608","206,188","7,390","3,928,393"
06/16/2023,"28,693","1,028,981","1,300,751","214,883","177,916","5,960","3,395,938"
06/17/2023,"17,967","1,002,673","872,453","138,654","111,460","2,632","2,399,521"
06/18/2023,"19,384","974,352","707,615","119,996","95,597","2,029","1,977,582"
06/19/2023,"17,494","967,279","1,075,747","196,645","168,591","4,094","2,636,887"
06/20/2023,"29,482","982,510","1,434,258","235,806","224,371","7,540","3,782,810"
06/21/2023,"31,019","1,002,707","1,430,476","242,162","221,141","7,551","3,902,298"
06/22/2023,"29,220","1,016,955","1,367,709","233,588","208,969","6,956","3,782,472"
06/23/2023,"28,619","1,026,311","1,282,954","222,283","188,373","6,167","3,470,575"
06/24/2023,"16,937","954,162","844,674","128,075","109,217","2,551","2,467,994"
06/25/2023,"17,103","950,896","689,020","123,527","113,238","2,248","2,222,704"
06/26/2023,"26,823","966,376","1,314,743","218,393","185,070","6,516","3,341,322"
06/27/2023,"29,246","973,069","1,391,914","231,738","209,234","7,633","3,744,227"
06/28/2023,"29,092","991,652","1,305,832","233,457","207,293","6,762","3,634,270"
06/29/2023,"28,876","1,041,647","1,307,649","233,625","200,724","6,946","3,653,631"
06/30/2023,"28,028","1,047,133","1,248,822","219,673","178,064","5,817","3,259,767"
07/01/2023,"17,093","959,822","859,295","120,270","99,597","2,745","2,239,529"
07/02/2023,"16,717","835,292","668,297","92,780","74,415","1,988","1,783,757"
07/03/2023,"23,795","863,548","1,117,930","149,641","128,417","4,718","2,662,052"
07/04/2023,"13,059","717,501","631,937","96,458","84,010","2,305","1,791,179"
07/05/2023,"28,774","966,845","1,296,583","211,448","189,434","6,472","3,318,379"
07/06/2023,"29,894","963,279","1,333,630","209,335","186,822","6,608","3,494,806"
07/07/2023,"28,609","980,680","1,273,900","197,892","171,597","5,868","3,292,266"
07/08/2023,"17,879","951,872","867,047","120,931","107,854","2,695","2,308,794"
07/09/2023,"16,695","872,162","651,953","95,243","83,783","1,914","1,776,607"
07/10/2023,"27,354","929,061","1,307,297","196,506","171,497","6,175","3,208,730"
07/11/2023,"30,085","957,146","1,381,701","221,923","200,151","7,149","3,613,670"
07/12/2023,"31,015","982,757","1,383,484","218,097","199,169","6,901","3,696,737"
07/13/2023,"29,980","995,972","1,359,302","218,715","190,952","6,888","3,648,007"
07/14/2023,"28,489","991,539","1,231,624","198,119","163,840","5,588","3,209,393"
07/15/2023,"18,043","986,294","889,709","124,007","107,124","2,409","2,326,054"
07/16/2023,"16,496","820,005","583,645","89,763","72,406","1,559","1,599,858"
07/17/2023,"27,637","968,319","1,310,810","205,378","182,216","6,345","3,282,092"
07/18/2023,"29,105","947,817","1,313,665","225,299","204,203","6,766","3,584,819"
07/19/2023,"30,527","974,843","1,342,781","224,202","203,857","6,938","3,679,343"
07/20/2023,"29,745","1,008,154","1,333,607","224,327","197,400","6,858","3,711,017"
07/21/2023,"27,485","1,004,083","1,211,839","201,177","176,892","5,389","3,227,154"
07/22/2023,"18,283","1,008,471","894,490","133,328","93,215","2,117","2,459,990"
07/23/2023,"18,021","991,418","723,774","116,485","94,729","1,511","1,984,503"
07/24/2023,"27,222","952,072","1,302,964","206,025","180,716","6,175","3,255,379"
07/25/2023,"29,285","944,312","1,307,716","226,651","211,053","7,050","3,630,414"
07/26/2023,"30,501","981,362","1,382,345","226,363","210,315","7,298","3,758,378"
07/27/2023,"28,692","977,139","1,313,385","219,460","187,729","6,788","3,580,012"
07/28/2023,"27,522","1,029,826","1,246,295","205,845","170,128","5,631","3,266,199"
07/29/2023,"16,747","961,474","856,921","120,457","100,508","2,314","2,251,524"
07/30/2023,"17,450","993,750","705,279","116,784","91,861","2,077","1,952,433"
07/31/2023,"26,682","975,380","1,283,835","205,976","185,348","6,161","3,204,920"
08/01/2023,"29,354","959,997","1,357,252","221,518","199,547","7,060","3,598,379"
08/02/2023,"30,380","970,610","1,359,233","219,641","201,003","6,913","3,640,307"
08/03/2023,"30,483","1,000,263","1,350,472","220,565","197,044","6,753","3,609,076"
08/04/2023,"28,128","993,082","1,241,122","193,528","171,533","5,593","3,228,510"
08/05/2023,"18,835","974,419","879,423","122,596","114,660","2,838","2,364,364"
08/06/2023,"18,805","959,846","715,130","107,399","96,010","2,171","1,910,841"
08/07/2023,"27,174","905,952","1,208,443","191,530","163,799","5,884","3,041,001"
08/08/2023,"29,435","937,561","1,339,073","218,555","193,867","7,035","3,510,047"
08/09/2023,"30,849","963,902","1,369,095","224,241","192,028","6,858","3,613,062"
08/10/2023,"29,758","960,916","1,262,073","208,782","178,768","6,333","3,429,304"
08/11/2023,"29,109","1,022,642","1,275,618","206,947","171,116","6,119","3,311,714"
08/12/2023,"18,390","973,522","844,749","131,586","109,269","2,835","2,366,787"
08/13/2023,"18,071","968,282","690,541","112,932","93,730","2,196","1,953,558"
08/14/2023,"27,185","943,570","1,246,445","201,352","168,873","6,051","3,092,801"
08/15/2023,"29,122","927,808","1,273,782","212,116","187,441","6,680","3,385,996"
08/16/2023,"30,763","960,221","1,300,953","217,398","190,267","6,652","3,447,648"
08/17/2023,"30,045","978,905","1,275,993","212,321","180,631","6,360","3,385,056"
08/18/2023,"27,468","1,003,717","1,208,502","208,639","174,410","5,361","3,182,516"
08/19/2023,"19,246","987,283","856,814","144,076","124,069","2,665","2,358,962"
08/20/2023,"18,004","962,550","689,829","101,351","94,332","2,065","1,870,625"
08/21/2023,"26,325","933,844","1,199,440","198,534","170,102","5,857","2,971,166"
08/22/2023,"28,913","932,713","1,263,459","213,724","194,321","6,463","3,352,769"
08/23/2023,"30,187","958,369","1,272,485","215,258","192,053","6,566","3,412,842"
08/24/2023,"28,689","963,101","1,201,155","204,439","176,827","6,191","3,297,927"
08/25/2023,"26,511","956,698","1,143,010","191,119","153,854","4,891","3,034,255"
08/26/2023,"18,024","958,115","844,428","122,930","100,194","2,700","2,281,885"
08/27/2023,"18,022","946,702","702,984","106,913","85,878","2,088","1,909,806"
08/28/2023,"26,613","936,061","1,240,688","215,843","170,897","6,179","3,121,505"
08/29/2023,"28,250","934,319","1,284,953","235,092","189,077","6,677","3,401,088"
08/30/2023,"29,450","964,068","1,267,435","230,912","180,304","6,639","3,462,970"
08/31/2023,"29,312","1,021,542","1,315,113","229,477","176,676","6,537","3,450,532"
09/01/2023,"28,920","1,029,684","1,225,370","202,450","152,974","5,372","3,196,284"
09/02/2023,"18,536","943,312","842,591","132,551","107,230","2,633","2,307,416"
09/03/2023,"19,598","942,979","692,079","119,566","90,729","2,185","2,013,506"
09/04/2023,"12,292","858,764","686,326","114,475","87,538","2,188","1,879,819"
09/05/2023,"29,869","973,978","1,349,438","239,334","218,899","6,739","3,483,755"
09/06/2023,"32,290","968,041","1,395,521","238,477","211,126","6,909","3,712,071"
09/07/2023,"31,704","985,607","1,441,437","226,937","206,910","7,044","3,867,746"
09/08/2023,"30,083","1,020,080","1,365,283","225,125","183,785","6,257","3,609,701"
09/09/2023,"17,897","956,282","840,378","125,177","102,373","2,575","2,425,515"
09/10/2023,"17,916","873,853","626,222","96,835","81,850","1,623","1,822,230"
09/11/2023,"29,057","915,527","1,400,268","213,280","191,592","7,182","3,596,538"
09/12/2023,"31,779","959,651","1,519,571","241,196","221,092","8,031","4,014,480"
09/13/2023,"31,900","940,261","1,482,320","229,765","210,001","7,787","3,938,516"
09/14/2023,"32,717","993,640","1,517,040","232,039","206,374","7,847","4,045,169"
09/15/2023,"30,957","1,026,636","1,398,937","225,904","192,398","6,429","3,694,845"
09/16/2023,"18,923","976,614","881,354","117,997","115,065","2,864","2,446,139"
09/17/2023,"18,330","906,081","666,392","107,302","96,229","2,197","1,988,003"
09/18/2023,"28,341","880,290","1,294,777","215,151","192,103","7,010","3,539,047"
09/19/2023,"31,109","938,743","1,480,863","241,135","224,426","8,652","4,140,301"
09/20/2023,"32,181","962,794","1,478,618","242,203","219,540","8,671","4,179,861"
09/21/2023,"31,455","983,182","1,478,606","232,409","211,375","8,554","4,139,288"
09/22/2023,"30,086","1,024,575","1,403,811","223,821","194,197","7,175","3,840,412"
09/23/2023,"15,680","806,230","682,092","96,073","86,985","2,012","2,116,140"
09/24/2023,"15,255","750,320","562,224","83,669","75,103","1,863","1,701,656"
09/25/2023,"24,609","816,113","1,035,021","194,611","175,651","5,320","2,885,921"
09/26/2023,"30,558","913,826","1,393,963","235,620","214,987","7,655","3,946,624"
09/27/2023,"32,758","947,790","1,463,309","232,823","212,978","7,877","4,074,930"
09/28/2023,"31,804","969,705","1,433,729","227,819","201,304","7,587","4,051,444"
09/29/2023,"29,054","830,295","1,053,306","188,008","128,570","5,183","2,467,295"
09/30/2023,"16,536","867,826","789,587","104,842","100,703","1,936","2,205,573"
10/01/2023,"18,586","901,140","669,243","94,222","92,724","1,984","1,995,361"
10/02/2023,"28,672","935,087","1,390,842","208,901","183,892","7,289","3,649,389"
10/03/2023,"32,295","941,175","1,471,939","235,305","214,111","7,953","4,008,201"
10/04/2023,"33,186","953,731","1,467,384","231,999","209,399","7,928","4,026,878"
10/05/2023,"32,414","977,772","1,457,151","233,470","207,356","7,814","4,030,304"
10/06/2023,"30,643","1,004,758","1,325,428","225,040","193,065","6,284","3,639,729"
10/07/2023,"16,919","845,459","720,734","105,975","95,026","2,010","2,199,478"
10/08/2023,"18,471","899,451","654,443","98,315","105,952","2,722","2,044,534"
10/09/2023,"21,655","909,254","1,023,375","206,491","189,567","4,576","2,833,654"
10/10/2023,"31,970","939,835","1,423,532","239,967","220,445","8,356","3,954,925"
10/11/2023,"33,382","954,481","1,451,764","236,033","214,437","8,630","4,056,504"
10/12/2023,"32,865","993,406","1,436,967","248,974","215,284","8,255","4,104,598"
10/13/2023,"31,134","1,006,573","1,322,576","226,873","193,658","6,429","3,560,964"
10/14/2023,"17,155","876,531","717,223","110,177","96,158","2,298","2,219,786"
10/15/2023,"18,455","914,805","689,581","102,493","100,633","2,148","2,013,096"
10/16/2023,"29,453","929,946","1,381,665","228,147","203,627","7,735","3,661,144"
10/17/2023,"31,921","948,433","1,439,468","243,917","222,110","8,354","4,021,342"
10/18/2023,"33,615","953,178","1,440,292","236,072","213,952","8,356","4,074,460"
10/19/2023,"32,909","990,784","1,440,111","234,999","212,946","8,148","4,121,563"
10/20/2023,"29,766","965,899","1,232,782","222,385","192,383","6,272","3,616,336"
10/21/2023,"17,530","910,190","793,917","113,139","101,963","2,464","2,438,387"
10/22/2023,"18,954","931,564","678,536","98,471","93,659","2,021","1,983,271"
10/23/2023,"29,261","929,345","1,375,311","221,569","199,199","7,615","3,667,240"
10/24/2023,"31,757","937,091","1,431,006","241,544","218,201","8,176","4,040,571"
10/25/2023,"32,821","951,107","1,443,766","237,292","217,420","8,368","4,120,011"
10/26/2023,"32,549","989,646","1,431,016","242,021","215,171","8,147","4,142,420"
10/27/2023,"31,164","1,031,620","1,348,576","229,895","203,068","6,705","3,853,546"
10/28/2023,"20,126","1,023,178","874,941","124,172","139,276","2,995","2,743,759"
10/29/2023,"18,145","874,635","589,929","86,843","80,705","1,766","1,834,459"
10/30/2023,"29,075","897,401","1,314,380","225,140","197,550","7,287","3,623,778"
10/31/2023,"30,712","877,390","1,334,020","224,816","203,951","7,789","4,016,482"
11/01/2023,"32,374","931,361","1,369,637","226,067","208,249","8,010","4,043,524"
11/02/2023,"32,242","957,528","1,380,510","231,370","206,350","7,997","4,082,807"
11/03/2023,"31,816","984,731","1,307,247","218,703","193,580","6,755","3,808,235"
11/04/2023,"19,920","948,635","832,986","122,433","123,922","2,582","2,588,115"
11/05/2023,"16,889","794,306","614,666","109,258","109,891","3,407","2,310,457"
11/06/2023,"30,167","927,692","1,349,481","225,898","198,934","7,474","3,686,141"
11/07/2023,"30,843","895,625","1,270,763","238,656","215,344","6,785","3,655,078"
11/08/2023,"33,515","941,982","1,401,268","238,727","213,738","8,306","4,066,029"
11/09/2023,"32,982","984,726","1,376,822","235,844","210,130","7,929","4,020,939"
11/10/2023,"25,506","979,328","1,250,528","224,512","200,669","5,596","3,611,367"
11/11/2023,"18,654","942,845","817,146","122,170","118,398","2,712","2,588,540"
11/12/2023,"19,187","894,864","642,431","99,171","91,623","1,958","1,947,270"
11/13/2023,"30,479","911,380","1,320,693","225,204","194,691","7,353","3,597,029"
11/14/2023,"33,027","926,140","1,382,768","235,487","214,218","8,271","3,991,767"
11/15/2023,"34,166","946,469","1,389,217","235,718","214,486","8,322","4,036,442"
11/16/2023,"34,102","982,627","1,391,273","235,070","207,671","8,010","4,048,862"
11/17/2023,"31,496","1,004,113","1,303,240","227,909","201,231","6,792","3,741,391"
11/18/2023,"19,452","949,904","831,053","124,053","120,273","2,630","2,477,547"
11/19/2023,"19,835","870,740","657,965","100,792","100,924","2,058","1,943,926"
11/20/2023,"30,889","929,887","1,300,978","228,502","203,599","7,426","3,647,283"
11/21/2023,"32,139","982,079","1,254,277","236,079","213,162","7,467","3,774,952"
11/22/2023,"28,409","989,611","1,160,847","254,968","220,030","6,524","3,378,351"
11/23/2023,"21,741","901,251","471,662","116,969","107,690","2,257","1,628,385"
11/24/2023,"15,381","822,045","807,221","215,833","197,178","3,718","2,457,591"
11/25/2023,"14,245","869,749","696,466","124,716","117,682","2,454","2,123,590"
11/26/2023,"16,900","867,663","566,395","101,486","95,729","1,834","1,686,490"
11/27/2023,"29,418","925,515","1,253,990","228,127","200,017","7,294","3,523,494"
11/28/2023,"31,716","918,691","1,279,327","234,794","216,450","7,835","3,916,476"
11/29/2023,"32,809","919,642","1,268,990","234,738","212,929","7,851","4,032,882"
11/30/2023,"32,650","950,509","1,340,370","236,142","210,592","7,737","4,072,271"
12/01/2023,"31,284","951,594","1,226,677","185,151","164,628","6,432","3,723,171"
12/02/2023,"19,675","906,791","826,725","126,374","125,483","2,618","2,748,170"
12/03/2023,"18,450","780,908","553,618","87,340","76,999","1,633","1,827,959"
12/04/2023,"30,841","904,209","1,312,507","223,257","201,080","7,559","3,709,458"
12/05/2023,"33,235","918,842","1,346,216","243,329","224,065","7,964","3,991,835"
12/06/2023,"33,502","941,055","1,350,594","230,920","211,076","7,951","4,116,059"
12/07/2023,"32,511","965,045","1,314,833","231,114","204,586","7,424","4,088,438"
12/08/2023,"31,875","976,366","1,261,796","225,208","198,539","6,435","3,863,961"
12/09/2023,"20,580","947,836","828,894","156,237","147,745","3,181","2,922,085"
12/10/2023,"17,542","782,143","539,117","90,884","82,225","1,648","1,838,048"
12/11/2023,"29,271","898,311","1,213,923","219,022","191,110","6,949","3,642,743"
12/12/2023,"33,458","940,173","1,309,303","236,348","219,393","7,655","4,051,574"
12/13/2023,"34,323","964,293","1,314,167","238,451","215,546","7,859","4,067,457"
12/14/2023,"33,406","993,921","1,296,909","236,516","213,415","7,414","4,122,091"
12/15/2023,"32,517","1,016,256","1,246,465","235,800","208,572","6,540","3,845,234"
12/16/2023,"20,483","976,161","814,457","149,340","149,013","3,085","2,866,544"
12/17/2023,"18,445","812,194","569,005","96,415","88,502","1,787","1,954,707"
12/18/2023,"28,309","813,192","1,082,334","201,289","174,850","5,381","3,314,782"
12/19/2023,"32,542","951,055","1,275,002","244,031","213,625","7,555","3,912,934"
